t_index,t_rad,X_cm,Y_cm
500,5.235113634487833,6.33536931864116,-12.07291260260572
501,5.240358363458768,6.392422088457852,-12.035269914767559
502,5.245603092429702,6.447692817684774,-11.994331955676607
503,5.250847821400637,6.50113800515773,-11.950128509173089
504,5.256092550371571,6.552714841774354,-11.902690574726059
505,5.261337279342506,6.6023812314565635,-11.852050352520223
506,5.26658200831344,6.65009581181121,-11.798241228038874
507,5.271826737284375,6.695817974479625,-11.74129775614979
508,5.277071466255309,6.73950788516688,-11.681255644701293
509,5.282316195226244,6.781126503341669,-11.618151737635811
510,5.287560924197178,6.820635601597942,-11.552023997628442
511,5.292805653168113,6.857997784669518,-11.482911488258388
512,5.298050382139047,6.893176508089052,-11.410854355721145
513,5.303295111109982,6.926136096482931,-11.335893810089663
514,5.3085398400809165,6.9568417614937745,-11.258072106132804
515,5.313784569051851,6.985259619322427,-11.177432523699716
516,5.319029298022786,7.011356707881479,-11.094019347678788
517,5.32427402699372,7.035101003552494,-11.007877847540188
518,5.329518755964655,7.0564614375393555,-10.919054256471044
519,5.334763484935589,7.07540791181026,-10.82759575011258
520,5.340008213906524,7.091911314621106,-10.733550424908646
521,5.345252942877458,7.105943535613191,-10.63696727607533
522,5.350497671848393,7.117477480478313,-10.537896175201297
523,5.355742400819327,7.126487085184576,-10.436387847488984
524,5.360987129790262,7.1329473297564245,-10.332493848646676
525,5.366231858761196,7.136834251602511,-10.226266541441674
526,5.371476587732131,7.138124958385297,-10.117759071924976
527,5.376721316703065,7.136797640426542,-10.007025345338107
528,5.381966045674,7.132831582642902,-9.894120001712716
529,5.3872107746449345,7.126207176006111,-9.779098391173687
530,5.392455503615869,7.116905928522431,-9.662016548956748
531,5.3977002325868035,7.104910475726406,-9.542931170151746
532,5.402944961557738,7.090204590683916,-9.421899584182663
533,5.408189690528673,7.072773193499891,-9.298979729035633
534,5.413434419499607,7.052602360326225,-9.174230125246405
535,5.418679148470542,7.0296793318657675,-9.047709849658826
536,5.423923877441476,7.003992521368316,-8.919478508965923
537,5.429168606412411,6.975531522114764,-8.78959621304512
538,5.434413335383345,6.944287114385924,-8.658123548099534
539,5.43965806435428,6.91025127191272,-8.525121549617225
540,5.444902793325214,6.873417167804657,-8.390651675160319
541,5.450147522296149,6.833779179953549,-8.254775776995896
542,5.455392251267083,6.7913328959099735,-8.11755607458081
543,5.460636980238018,6.746075117230107,-7.9790551269127015
544,5.465881709208952,6.698003863290694,-7.839335804759269
545,5.471126438179887,6.647118374570117,-7.698461262777995
546,5.4763711671508215,6.593419115393954,-7.556494911538684
547,5.481615896121756,6.536907776143602,-7.413500389461257
548,5.486860625092691,6.4775872749266865,-7.269541534681056
549,5.492105354063625,6.415461758708144,-7.1246823568539845
550,5.49735008303456,6.350536603901293,-6.978987008913989
551,5.502594812005494,6.282818416418495,-6.832519758795383
552,5.507839540976429,6.212315031180965,-6.685344961132441
553,5.513084269947363,6.139035511087672,-6.53752702894854
554,5.518328998918298,6.062990145443535,-6.38913040534746
555,5.523573727889232,5.984190447847459,-6.240219535219364
556,5.528818456860167,5.902649153540808,-6.090858836973839
557,5.534063185831101,5.818380216217087,-5.941112674312283
558,5.539307914802036,5.73139880429407,-5.791045328052182
559,5.54455264377297,5.641721296649856,-5.640720968015752
560,5.549797372743905,5.549365277824385,-5.490203624995185
561,5.5550421017148395,5.45434953268812,-5.339557162806738
562,5.560286830685774,5.356694040580098,-5.188845250446007
563,5.5655315596567085,5.2564199689177675,-5.038131334356742
564,5.570776288627643,5.153549666281082,-4.88747861082527
565,5.576021017598578,5.04810665497346,-4.736949998512514
566,5.581265746569512,4.940115623062791,-4.586608111135783
567,5.586510475540447,4.829602415905799,-4.436515230312423
568,5.591755204511381,4.716594027159146,-4.286733278577117
569,5.596999933482316,4.601118589280839,-4.137323792584556
570,5.60224466245325,4.483205363525966,-3.988347896509349
571,5.607489391424185,4.362884729441042,-3.839866275654911
572,5.612734120395119,4.240188173861197,-3.691939150282795
573,5.617978849366054,4.115148279414666,-3.5446262496738123
574,5.623223578336988,3.987798712539505,-3.397986786432401
575,5.628468307307923,3.858174211017659,-3.2520794310455994
576,5.6337130362788574,3.7263105710315223,-3.1069622867076494
577,5.638957765249792,3.5922446337482548,-2.9626928644211095
578,5.6442024942207265,3.456014271437654,-2.8193280583854974
579,5.649447223191661,3.3176583731295675,-2.6769241216842996
580,5.654691952162596,3.1772168298167696,-2.535536642280885
581,5.65993668113353,3.034730519209411,-2.3952205193336673
582,5.665181410104465,2.890241290047658,-2.256029939840988
583,5.670426139075399,2.743791945979276,-2.1180183556260026
584,5.675670868046334,2.595426229008895,-1.9812384606715088
585,5.680915597017268,2.44518880252583,-1.8457421688144753
586,5.686160325988203,2.293125233917818,-1.7115805918101148
587,5.691405054959137,2.139281976778215,-1.5788040177751534
588,5.696649783930072,1.9837063527141086,-1.4474618900195755
589,5.701894512901006,1.8264465327629285,-1.317602786275939
590,5.707139241871941,1.667551518425665,-1.189274398335418
591,5.712383970842875,1.507071122324917,-1.0625235120995113
592,5.71762869981381,1.3450559484959066,-0.9373959880559867
593,5.7228734287847445,1.1815573723187403,-0.8139367421874235
594,5.72811815775568,1.0166275201006063,-0.6921897273207213
595,5.733362886726614,0.850319248317041,-0.5721979149259199
596,5.738607615697549,0.6826861225204788,-0.4540032773717346
597,5.7438523446684835,0.5137823959254632,-0.33764677064574333
598,5.749097073639418,0.3436629876800931,-0.22316831754693722
599,5.7543418026103526,0.1723834608320745,-0.11060679135726627
600,5.759586531581287,2.692420207084642e-14,-1.706807545402435e-14
