t_index,t_rad,X_cm,Y_cm
112,3.2001587937652287,-12.473211490896354,-0.8030159451431863
113,3.2054035227361632,-12.43283235507328,-0.8722823718559836
114,3.2106482517070978,-12.389058813715351,-0.9408722325793806
115,3.2158929806780323,-12.341907221276694,-1.0087314327539623
116,3.221137709648967,-12.291395190650682,-1.075806234216123
117,3.2263824386199014,-12.23754158576374,-1.1420432814748964
118,3.2316271675908363,-12.180366513643836,-1.2073896278162706
119,3.236871896561771,-12.119891315966765,-1.2717927612231477
120,3.2421166255327054,-12.056138560084147,-1.3352006300993629
121,3.24736135450364,-11.989132029536927,-1.3975616687860262
122,3.2526060834745745,-11.918896714058508,-1.4588248228587586
123,3.257850812445509,-11.845458799071912,-1.5189395741943714
124,3.2630955414164435,-11.768845654685483,-1.5778559657956752
125,3.268340270387378,-11.689085824191961,-1.6355246263632046
126,3.2735849993583126,-11.606209012075906,-1.6918967946027688
127,3.278829728329247,-11.520246071534682,-1.7469243432578347
128,3.2840744573001817,-11.43122899151845,-1.800559802855895
129,3.289319186271116,-11.339190883294783,-1.8527563851580782
130,3.2945639152420507,-11.244165966543774,-1.9034680063014062
131,3.2998086442129853,-11.14618955498963,-1.9526493096232298
132,3.30505337318392,-11.045298041575073,-2.000255688157516
133,3.3102981021548543,-10.941528883184926,-2.0462433067928143
134,3.315542831125789,-10.834920584925564,-2.090569124081866
135,3.3207875600967234,-10.72551268396707,-2.133190913692982
136,3.326032289067658,-10.613345732955066,-2.174067285493475
137,3.3312770180385924,-10.49846128299952,-2.2131577062555903
138,3.336521747009527,-10.38090186624782,-2.250422519975548
139,3.3417664759804615,-10.260710978049806,-2.285822967796486
140,3.347011204951396,-10.137933058722375,-2.3193212075262544
141,3.352255933922331,-10.012613474921709,-2.350880332741211
142,3.3575006628932655,-9.8847985006312,-2.380464391467332
143,3.3627453918642,-9.754535297773192,-2.4080384044301626
144,3.3679901208351346,-9.621871896453197,-2.4335683828652863
145,3.373234849806069,-9.486857174844996,-2.4570213458812273
146,3.3784795787770037,-9.349540838725426,-2.4783653373668737
147,3.383724307747938,-9.209973400667746,-2.497569442435716
148,3.3889690367188727,-9.068206158902608,-2.5146038033994027
149,3.3942137656898073,-8.924291175855824,-2.5294396352633255
150,3.399458494660742,-8.778281256372253,-2.5420492407371498
151,3.4047032236316763,-8.630229925635257,-2.5524060247534344
152,3.409947952602611,-8.48019140679133,-2.5604845084876806
153,3.4151926815735454,-8.328220598289612,-2.5662603428734094
154,3.42043741054448,-8.174373050946114,-2.569710321606037
155,3.4256821395154144,-8.018704944742643,-2.5708123936295957
156,3.430926868486349,-7.861273065370469,-2.5695456751005468
157,3.4361715974572835,-7.702134780528944,-2.5658904608231685
158,3.441416326428218,-7.541348015989342,-2.5598282351512447
159,3.4466610553991526,-7.3789712314343205,-2.5513416823510116
160,3.451905784370087,-7.215063396083489,-2.540414696420548
161,3.4571505133410216,-7.049683964115664,-2.5270323903610654
162,3.462395242311956,-6.882892849898465,-2.5111811048957526
163,3.4676399712828907,-6.714750403036014,-2.492848416632118
164,3.4728847002538252,-6.545317383245559,-2.4720231456640014
165,3.4781294292247598,-6.37465493507391,-2.4486953626096524
166,3.4833741581956943,-6.202824562464682,-2.422856395082577
167,3.488618887166629,-6.029888103187332,-2.394498833592047
168,3.4938636161375634,-5.855907703139122,-2.3636165368704565
169,3.499108345108498,-5.680945790531134,-2.330204636624961
170,3.5043530740794324,-5.50506504996951,-2.294259541711067
171,3.509597803050367,-5.328328396443193,-2.255778941726121
172,3.5148425320213015,-5.1507989492294,-2.2147618100208986
173,3.520087260992236,-4.972540005728171,-2.1712084061277346
174,3.5253319899631705,-4.793615015237314,-2.125120277603929
175,3.530576718934105,-4.6140875526791,-2.076500261289378
176,3.5358214479050396,-4.434021292290125,-2.0253524839776857
177,3.541066176875974,-4.253479981285684,-1.9716823625002347
178,3.5463109058469087,-4.072527413510104,-1.9154966032229743
179,3.551555634817843,-3.8912274030844234,-1.8568032009559434
180,3.5568003637887777,-3.709643758062828,-1.7956114372758027
181,3.5620450927597123,-3.5278402541092597,-1.7319318782619044
182,3.5672898217306472,-3.3458806082055426,-1.665776371646698
183,3.5725345507015818,-3.163828452402553,-1.597158043381571
184,3.5777792796725163,-2.9817473076254593,-1.52609129361932
185,3.583024008643451,-2.7997005575447877,-1.452591792114984
186,3.5882687376143854,-2.6177514225242917,-1.3766764730467624
187,3.59351346658532,-2.4359629336570126,-1.2983635292591442
188,3.5987581955562544,-2.2543979069007456,-1.2176724059305937
189,3.604002924527189,-2.073118917324069,-1.1346237936683985
190,3.6092476534981235,-1.892188273474079,-1.0492396210335266
191,3.614492382469058,-1.7116679918768907,-0.9615430464986143
192,3.6197371114399925,-1.531619771681919,-0.8715584498424397
193,3.624981840410927,-1.3521049694608895,-0.7793114229844964
194,3.6302265693818616,-1.1731845741724483,-0.6848287602635328
195,3.635471298352796,-0.9949191823031769,-0.5881384481641581
196,3.6407160273237307,-0.8173689731957344,-0.4892696544958769
197,3.645960756294665,-0.6405936845747625,-0.3882527170291453
198,3.6512054852655997,-0.46465258828110667,-0.28511913159329016
199,3.6564502142365343,-0.289604466224807,-0.17990153964136796
200,3.661694943207469,-0.11550758656721938,-0.07263371528728155
201,3.6669396721784033,0.057580319857476824,0.03664944817929654
202,3.6721844011493383,0.22960208287125533,0.14791195229442297
203,3.677429130120273,0.4005011160215281,0.2611167079317036
204,3.6826738590912074,0.5702214393812451,0.3762255503184713
205,3.687918588062142,0.7387077020691888,0.4931992545493285
206,3.6931633170330764,0.905905204481892,0.6119975515910863
207,3.698408046004011,1.0717599202264088,0.732579144771397
208,3.7036527749749455,1.2362185177457563,0.8549017267447759
209,3.70889750394588,1.3992283816265185,0.9789219969278551
210,3.7141422329168146,1.5607376335806928,1.1045956793971559
211,3.719386961887749,1.720695153091571,1.2318775412407956
212,3.7246316908586836,1.8790505977160188,1.3607214113570176
213,3.729876419829618,2.0357544230332527,1.4910801996905463
214,3.7351211488005527,2.1907579022327837,1.6229059168992737
215,3.740365877771487,2.3440131453319477,1.75614969444188
216,3.7456106067424217,2.495473118016005,1.890761805078524
217,3.7508553357133563,2.645091660091584,2.0266916837748252
218,3.756100064684291,2.7928235035467583,2.1638879490009195
219,3.7613447936552253,2.9386242902089057,2.302298424415432
220,3.76658952262616,3.0824505889939666,2.441870160925829
221,3.7718342515970944,3.2242599127386353,2.5825494591146323
222,3.777078980568029,3.364010734609439,2.724281892022621
223,3.7823237095389635,3.501662504080636,2.8670123282782014
224,3.787568438509898,3.6371756624752387,3.0106849555637383
225,3.7928131674808325,3.7705116580615003,3.155243304407717
226,3.798057896451767,3.9016329606995535,3.300630272293257
227,3.8033026254227016,4.030503076030925,3.4467881480715303
228,3.808547354393636,4.157086559206023,3.5936586366703414
229,3.8137920833645707,4.2813490281427375,3.7411828840861507
230,3.819036812335505,4.40325717631163,3.889301502649522
231,3.8242815413064397,4.522778785041322,4.037954596552063
232,3.8295262702773742,4.639882735339918,4.187081787624552
233,3.8347709992483088,4.7545390192265335,4.336622241354113
234,3.8400157282192433,4.866718750569203,4.486514693129916
235,3.845260457190178,4.976394175423651,4.636697474705039
236,3.8505051861611124,5.083538681869618,4.7871085408637635
237,3.855749915132047,5.188126809339741,4.937685496281772
238,3.8609946441029814,5.290134257438038,5.088365622568317
239,3.866239373073916,5.389537894243508,5.239085905477656
240,3.8714841020448505,5.48631576409631,5.389783062278672
241,3.876728831015785,5.5804470948625156,5.540393569269844
242,3.8819735599867196,5.671912304675342,5.690853689428298
243,3.887218288957654,5.760693008149311,5.841099500180005
244,3.8924630179285886,5.846772022065729,5.991066921279749
245,3.897707746899523,5.930133370526383,6.140691742787801
246,3.9029524758704577,6.010762289574299,6.2899096531318275
247,3.908197204841392,6.088645231278984,6.438656267240894
248,3.9134419338123267,6.163769867285388,6.586867154740018
249,3.9186866627832617,6.236125091824544,6.734477868192062
250,3.9239313917541963,6.30570102418553,6.881423971375283
251,3.929176120725131,6.372489010647374,7.0276410675836045
252,3.9344208496960653,6.436481625870621,7.173064827937349
253,3.939665578667,6.49767267374815,7.317631019692007
254,3.9449103076379344,6.556057187715085,7.461275534532491
255,3.950155036608869,6.611631430517973,7.603934416840484
256,3.9553997655798034,6.664392893443599,7.745543891922412
257,3.960644494550738,6.714340295008019,7.886040394185616
258,3.9658892235216725,6.761473579106656,8.025360595250296
259,3.971133952492607,6.805793912626572,8.163441431984864
260,3.9763786814635416,6.847303682522184,8.300220134452333
261,3.981623410434476,6.886006492356019,8.43563425375542
262,3.9868681394054106,6.9219071583062615,8.569621689768102
263,3.992112868376345,6.955011704643141,8.702120718741366
264,3.9973575973472797,6.9853273586764075,8.833070020771002
265,4.002602326318215,7.012862545176363,8.96240870711531
266,4.007847055289149,7.037626880271188,9.090076347350585
267,4.013091784260084,7.0596311648235455,9.216012996352609
268,4.018336513231018,7.078887377289547,9.340159221091925
269,4.023581242201953,7.095408666063588,9.462456127231308
270,4.028825971172887,7.109209341312615,9.58284538551356
271,4.034070700143822,7.120304866303717,9.701269257927976
272,4.039315429114756,7.128711848229091,9.81767062364395
273,4.044560158085691,7.134448028532726,9.931993004700205
274,4.0498048870566254,7.137532272743256,10.044180591438302
275,4.05504961602756,7.137984559817771,10.154178267669174
276,4.0602943449984945,7.135825971001528,10.261931635561533
277,4.065539073969429,7.131078678208685,10.367387040241146
278,4.070783802940364,7.123765931929472,10.470491594090031
279,4.076028531911298,7.113912048669362,10.57119320073488
280,4.081273260882233,7.101542397926023,10.669440578714015
281,4.086517989853167,7.086683388710038,10.765183284812393
282,4.091762718824102,7.069362455615585,10.858371737054311
283,4.097007447795036,7.049608044447459,10.948957237343624
284,4.102252176765971,7.027449597411018,11.036891993741369
285,4.107496905736905,7.002917537871808,11.122129142370968
286,4.11274163470784,6.97604325469185,11.204622768941201
287,4.117986363678774,6.94685908614971,11.284327929877444
288,4.123231092649709,6.915398303451691,11.361200673051707
289,4.128475821620643,6.881695093841647,11.435198058102324
290,4.133720550591578,6.845784543317102,11.50627817633414
291,4.1389652795625125,6.807702618959527,11.574400170190431
292,4.144210008533447,6.7674861508868,11.63952425228781
293,4.1494547375043815,6.725172813836012,11.701611724005643
294,4.154699466475316,6.680801108385014,11.760624993621672
295,4.159944195446251,6.634410341821167,11.816527593985759
296,4.165188924417185,6.586040608665971,11.869284199723834
297,4.17043365338812,6.535732770864399,11.918860643964322
298,4.175678382359054,6.483528437647859,11.965223934579631
299,4.180923111329989,6.429469945079919,12.008342269935337
300,4.186167840300923,6.373600335294014,12.048185054140058
301,4.191412569271858,6.315963335432496,12.08472291178915
302,4.196657298242792,6.256603336296563,12.117927702195574
303,4.201902027213727,6.195565370716658,12.147772533101554
304,4.207146756184661,6.132895091653107,12.17423177386486
305,4.212391485155596,6.06863875003687,12.197281068113716
306,4.2176362141265304,6.002843172360356,12.216897345864647
307,4.222880943097465,5.935555738028423,12.23305883509777
308,4.2281256720683995,5.866824356479735,12.245745072784281
309,4.233370401039334,5.796697444088776,12.254936915361121
310,4.238615130010269,5.725223900858903,12.260616548648043
311,4.243859858981203,5.652453086916914,12.262767497202583
312,4.249104587952138,5.578434798819711,12.261374633108595
313,4.254349316923072,5.5032192456836775,12.256424184194373
314,4.259594045894007,5.426857025147499,12.24790374167653
315,4.264838774864941,5.349399099179242,12.235802267226122
316,4.270083503835876,5.270896769738507,12.220110099453695
317,4.27532823280681,5.19140165430462,12.200818959810277
318,4.280572961777745,5.1109656612818055,12.17792195790149
319,4.285817690748679,5.0296409652923995,12.151413596212256
320,4.291062419719614,4.947479982369168,12.121289774239896
321,4.296307148690548,4.864535345057841,12.087547792033517
322,4.301551877661483,4.78085987744105,12.050186353138033
323,4.3067966066324175,4.69650657009483,12.009205566941247
324,4.312041335603352,4.611528554988927,11.964606950422857
325,4.3172860645742865,4.52597908034213,11.916393429304323
326,4.322530793545221,4.439911485443921,11.864569338598951
327,4.327775522516156,4.353379175453684,11.809140422561741
328,4.33302025148709,4.2664355961887654,11.750113834038796
329,4.338264980458025,4.179134208912677,11.687498133216398
330,4.34350970942896,4.091528465134698,11.621303285770054
331,4.348754438399895,4.003671781432237,11.551540660414178
332,4.353999167370829,3.915617514307031,11.47822302585323
333,4.359243896341764,3.8274189350866274,11.401364547135353
334,4.364488625312698,3.7391292048823104,11.320980781410208
335,4.369733354283633,3.650801349614555,11.237088673092128
336,4.374978083254567,3.5624882351173803,11.149706548431157
337,4.380222812225502,3.4742425423325014,11.058854109493424
338,4.385467541196436,3.3861167426045964,10.964552427554006
339,4.390712270167371,3.2981630730885003,10.86682393590423
340,4.395956999138305,3.2104335122795415,10.765692422077096
341,4.40120172810924,3.1229797556777203,10.661183019493233
342,4.4064464570801745,3.035853191596841,10.553322198531653
343,4.411691186051109,2.949104877129156,10.44213775702813
344,4.4169359150220435,2.8627855142765033,10.32765881020606
345,4.422180643992978,2.7769454262583513,10.20991578004307
346,4.427425372963913,2.6916345340075716,10.088940384078724
347,4.432670101934847,2.606902332864188,9.964765623667114
348,4.437914830905782,2.522797869477759,9.837425771680186
349,4.443159559876716,2.439369718928444,9.706956359665988
350,4.448404288847651,2.3566659620772277,9.57339416446828
351,4.453649017818585,2.2747341631551414,9.436777194312068
352,4.45889374678952,2.193621347601759,9.297144674362045
353,4.464138475760454,2.11337398016258,9.154537031758919
354,4.469383204731389,2.034037943255336,9.008995880141093
355,4.474627933702323,1.9556585156146165,8.860564003657107
356,4.479872662673258,1.8782803512245976,8.709285340476788
357,4.485117391644192,1.8019474585490098,8.55520496580693
358,4.490362120615127,1.7267031800678663,8.398369074419898
359,4.4956068495860615,1.6525901721298277,8.238824962701415
360,4.500851578556996,1.5796503851294352,8.076621010226328
361,4.5060963075279306,1.5079250440178054,7.911806660869048
362,4.511341036498865,1.4374546291557182,7.744432403457873
363,4.5165857654698,1.3682788575174039,7.574549751980262
364,4.521830494440734,1.3004366642536311,7.402211225348703
365,4.527075223411669,1.2339661846220975,7.227470326734595
366,4.532319952382603,1.1689047362933966,7.050381522480223
367,4.537564681353538,1.1052888020402258,6.871000220596529
368,4.542809410324472,1.0431540128177788,6.689382748857221
369,4.548054139295407,0.9825351312426361,6.505586332497234
370,4.553298868266341,0.9234660354777399,6.319669071526415
371,4.558543597237276,0.8659797035304175,6.131689917666817
372,4.56378832620821,0.8101081979706648,5.941708650924823
373,4.569033055179145,0.7558826510762915,5.749785855806761
374,4.5742777841500795,0.7033332504117482,5.555982897189588
375,4.579522513121014,0.6524892248468678,5.360361895855579
376,4.5847672420919485,0.6033788310219382,5.162985703702932
377,4.590011971062884,0.556029340264949,4.963917878641456
378,4.5952567000338185,0.5104670259670544,4.763222659185676
379,4.600501429004753,0.4667171514216224,4.560964938754609
380,4.6057461579756875,0.4248039581325351,4.3572102396906605
381,4.610990886946622,0.38475065459678887,4.152024687007935
382,4.616235615917557,0.34657940556645095,3.945474981881551
383,4.621480344888491,0.3103113217947451,3.737628374889261
384,4.626725073859426,0.27596645027083666,3.528552639016903
385,4.63196980283036,0.24356376494766385,3.3183160424392506
386,4.637214531801295,0.21312115796694825,3.106987321087974
387,4.642459260772229,0.18465543138529042,2.894635651018482
388,4.647703989743164,0.15818228940503798,2.681330620587523
389,4.652948718714098,0.13371633111338563,2.4671422024535072
390,4.658193447685033,0.11127104373294136,2.252140725411579
391,4.663438176655967,0.09085879638676429,2.036396846075538
392,4.668682905626902,0.07249083438065249,1.819981520418799
393,4.6739276345978364,0.05617727400522552,1.6029659751866097
394,4.679172363568771,0.04192709786011824,1.385421679191823
395,4.6844170925397055,0.029748150702367283,1.1674203145065691
396,4.68966182151064,0.019647135820839646,0.9490337475622103
397,4.694906550481575,0.011629611938317823,0.7303340001700065
398,4.700151279452509,0.005699990642621248,0.5113932204749566
399,4.705396008423444,0.0018615343479080515,0.2922836538553034
400,4.710640737394378,0.00011635478706505033,0.07307761378022205
401,4.715885466365313,0.0004654120358573535,-0.1461525473617794
402,4.721130195336247,0.002908514069272198,-0.365334467451197
403,4.726374924307182,0.007444316850254571,-0.5843958038300532
404,4.731619653278116,0.014070324950795113,-0.80326426248605
405,4.736864382249051,0.022782892705093698,-1.021867627215798
406,4.742109111219985,0.033577225894285155,-1.240133788754583
407,4.74735384019092,0.04644738396197681,-1.4579907738601365
408,4.752598569161854,0.0613862827596113,-1.6753667743379066
409,4.757843298132789,0.07838569782043174,-1.8921901759953466
410,4.7630880271037235,0.09743626816059162,-2.1083895875127654
411,4.768332756074658,0.1185275006057162,-2.323893869218333
412,4.7735774850455925,0.1416477746409886,-2.5386321617548573
413,4.778822214016527,0.16678434778260084,-2.7525339146260173
414,4.784066942987462,0.19392336146817726,-2.9655289146097745
415,4.789311671958396,0.22304984746354667,-3.177547314026748
416,4.794556400929331,0.2541477347830105,-3.3885196588514
417,4.799801129900265,0.28719985712002405,-3.5983769166539594
418,4.8050458588712,0.32218796078498113,-3.8070505043610576
419,4.810290587842134,0.35909271314656754,-4.014472315823165
420,4.815535316813069,0.39789371157292275,-4.220574749176977
421,4.820780045784003,0.4385694928686262,-4.425290733990982
422,4.826024774754938,0.4810975432033069,-4.628553758182576
423,4.831269503725872,0.525454308527452,-4.830297894695149
424,4.836514232696807,0.5716152054707744,-5.0304578279236765
425,4.8417589616677414,0.6195546327182863,-5.22896887987751
426,4.847003690638676,0.6692459828590077,-5.425767036069081
427,4.8522484196096105,0.7206616547020347,-5.620788971117461
428,4.857493148580545,0.773773066054478,-5.81397207405576
429,4.86273787755148,0.8285506669555803,-6.005254473331517
430,4.867982606522414,0.8849639533611149,-6.194575061489363
431,4.873227335493349,0.9429814812719691,-6.3818735195253735
432,4.878472064464283,1.0025708813006173,-6.567090340902659
433,4.883716793435218,1.0636988736689916,-6.750166855217936
434,4.888961522406152,1.1263312836310686,-6.931045251508888
435,4.894206251377087,1.1904330573132968,-7.109668601192395
436,4.899450980348021,1.2559682779658088,-7.285980880623763
437,4.904695709318956,1.3229001826171713,-7.45992699326732
438,4.90994043828989,1.391191179125255,-7.631452791468912
439,4.915185167260825,1.4608028636166188,-7.800505097820948
440,4.920429896231759,1.5316960383066385,-7.967031726110898
441,4.925674625202694,1.6038307296924355,-8.13098150184428
442,4.9309193541736285,1.6771662071104956,-8.292304282333374
443,4.936164083144563,1.751661001650702,-8.450950976343103
444,4.9414088121154975,1.8272729254183537,-8.60687356328566
445,4.946653541086432,1.9039590911355775,-8.760025111955763
446,4.951898270057367,1.9816759320733937,-8.910359798798497
447,4.957142999028301,2.0603792223055497,-9.057832925702002
448,4.962387727999236,2.1400240972750866,-9.202400937307406
449,4.96763245697017,2.2205650746644636,-9.344021437828713
450,4.972877185941105,2.3019560755599398,-9.482653207375394
451,4.978121914912039,2.3841504459007608,-9.61825621777085
452,4.983366643882974,2.467100978203595,-9.750791647860005
453,4.988611372853908,2.550759933552516,-9.880221898299533
454,4.993856101824843,2.6350790638447266,-10.006510605824468
455,4.999100830795777,2.7200096342820936,-10.129622656985218
456,5.004345559766712,2.805502446098462,-10.249524201349091
457,5.0095902887376464,2.891507859512601,-10.366182664160872
458,5.014835017708581,2.9779758168965382,-10.479566758457043
459,5.0200797466795155,3.0648558661489416,-10.589646496628617
460,5.02532447565045,3.152097184263113,-10.696393201427716
461,5.030569204621385,3.2396486010790726,-10.799779516413277
462,5.035813933592319,3.327458623209127,-10.899779415831558
463,5.041058662563254,3.4154754581262385,-10.996368213927312
464,5.046303391534188,3.5036470384044356,-11.08952257368177
465,5.051548120505123,3.5919210461004374,-11.179220514973826
466,5.056792849476058,3.680244937265623,-11.265441422161103
467,5.062037578446993,3.7685659665772735,-11.348166051077593
468,5.067282307417927,3.856831212078383,-11.4273765354455
469,5.072527036388862,3.9449876000145454,-11.50305639269797
470,5.077771765359796,4.032981929757228,-11.575190529211143
471,5.083016494330731,4.120760898801989,-11.643765244942747
472,5.088261223301665,4.208271127830699,-11.70876823747606
473,5.0935059522726,4.295459185826331,-11.770188605467034
474,5.098750681243534,4.382271615229328,-11.828016851493931
475,5.103995410214469,4.468654957124045,-11.882244884307786
476,5.109240139185403,4.554555776444255,-11.93286602048355
477,5.114484868156338,4.639920687186188,-11.979874985470781
478,5.1197295971272725,4.724696377618058,-12.023267914044231
479,5.124974326098207,4.8088296354745825,-12.063042350153749
480,5.1302190550691416,4.892267373125403,-12.099197246174333
481,5.135463784040076,4.9749566527059645,-12.131732961556333
482,5.140708513011011,5.056844711199766,-12.160651260877097
483,5.145953241981945,5.137878985460589,-12.18595531129463
484,5.15119797095288,5.218007137163641,-12.207649679405066
485,5.156442699923814,5.297177077674292,-12.225740327505042
486,5.161687428894749,5.375336992823395,-12.240234609261284
487,5.166932157865683,5.452435367577947,-12.251141264789066
488,5.172176886836618,5.528421010596168,-12.258470415142254
489,5.177421615807552,5.603243078655839,-12.262233556217243
490,5.182666344778487,5.676851100945079,-12.262443552073938
491,5.187911073749421,5.749195003204533,-12.259114627676597
492,5.193155802720356,5.8202251317102505,-12.25226236105819
493,5.1984005316912905,5.889892277086372,-12.241903674911658
494,5.203645260662225,5.958147697937045,-12.228056827612152
495,5.2088899896331595,6.02494314428683,-12.210741403674167
496,5.214134718604094,6.090230880819179,-12.189978303648124
497,5.2193794475750295,6.153963709902448,-12.165789733460858
498,5.224624176545964,6.216094994393102,-12.13819919320501
499,5.2298689055168985,6.276578680205964,-12.107231465382226
